Task ID,Temperature,Humidity
Task 9106,9.613,80.383
Task 9107,8.306,78.604
Task 9108,10.783,81.382
Task 9109,14.382,73.533
Task 9110,9.48,60.374
Task 9111,9.618,68.953
Task 9112,16.224,69.225
Task 9113,9.943,75.396
Task 9114,18.854,62.126
Task 9115,8.527,72.809
Task 9116,11.89,76.785
Task 9117,18.491,66.582
Task 9118,16.036,72.937
Task 9119,12.316,60.005
Task 9120,10.944,77.226
Task 9121,16.679,61.247
Task 9122,16.837,58.921
Task 9123,17.398,64.27
Task 9124,8.171,80.519
Task 9125,11.318,59.618
Task 9126,9.598,59.0
Task 9127,12.987,70.466
Task 9128,18.98,62.408
Task 9129,16.91,63.205
Task 9130,9.416,81.979
Task 9131,8.265,63.037
Task 9132,10.025,67.497
Task 9133,8.234,64.968
Task 9134,7.789,73.723
Task 9135,15.752,73.666
Task 9136,17.647,80.861
Task 9137,9.001,60.941
Task 9138,18.943,60.945
Task 9139,17.596,59.01
Task 9140,13.139,80.464
Task 9141,7.629,77.514
Task 9142,8.325,65.725
Task 9143,9.773,63.336
Task 9144,15.612,78.897
Task 9145,18.739,64.891
Task 9146,15.188,76.68
Task 9147,12.091,73.741
Task 9148,18.772,75.944
Task 9149,12.732,69.259
Task 9150,18.119,62.02
Task 9151,18.698,72.932
Task 9152,16.802,60.043
Task 9153,16.742,79.108
Task 9154,15.814,71.008
Task 9155,8.491,64.178
Task 9156,13.751,80.235
Task 9157,10.729,74.642
Task 9158,15.367,67.772
Task 9159,18.4,72.602
Task 9160,12.178,67.986
Task 9161,15.288,80.362
Task 9162,11.178,77.397
Task 9163,14.828,78.606
Task 9164,12.621,73.345
Task 9165,11.189,58.768
Task 9166,18.178,69.049
Task 9167,7.904,77.03
Task 9168,18.359,61.035
Task 9169,11.349,70.846
Task 9170,17.498,76.626
Task 9171,11.018,75.864
Task 9172,7.914,61.822
Task 9173,18.138,63.749
Task 9174,14.524,72.122
Task 9175,7.663,72.985
Task 9176,9.948,75.433
Task 9177,8.838,67.655
Task 9178,15.937,59.198
Task 9179,12.591,58.3
Task 9180,17.463,76.81
Task 9181,10.66,59.452
Task 9182,10.862,75.069
Task 9183,12.795,81.328
Task 9184,10.393,81.394
Task 9185,8.394,80.329
Task 9186,15.88,72.743
Task 9187,10.895,74.996
Task 9188,7.445,73.075
Task 9189,18.824,75.697
Task 9190,16.594,79.482
Task 9191,18.171,60.61
Task 9192,14.401,80.02
Task 9193,7.844,70.026
Task 9194,11.524,73.069
Task 9195,15.467,62.654
Task 9196,15.462,72.318
Task 9197,9.916,81.697
Task 9198,11.93,64.641
Task 9199,11.449,61.952
Task 9200,16.114,74.65
Task 9201,7.411,62.035
Task 9202,11.125,60.41
Task 9203,9.435,61.721
Task 9204,9.171,67.376
Task 9205,7.015,61.787
Task 9206,15.797,68.492
Task 9207,18.998,68.196
Task 9208,10.614,71.787
Task 9209,17.835,73.751
Task 9210,16.506,62.032
Task 9211,15.809,77.009
Task 9212,7.499,76.86
Task 9213,16.401,70.43
Task 9214,12.586,70.462
Task 9215,9.461,64.162
Task 9216,15.302,70.8
Task 9217,10.234,63.411
Task 9218,13.129,58.645
Task 9219,17.026,70.382
Task 9220,17.315,75.472
Task 9221,10.369,72.063
Task 9222,11.012,67.886
Task 9223,10.121,81.419
Task 9224,7.12,70.314
Task 9225,9.091,65.956
Task 9226,16.583,68.397
Task 9227,10.218,62.489
Task 9228,9.028,59.857
Task 9229,16.661,80.671
Task 9230,7.856,67.321
Task 9231,15.913,80.708
Task 9232,15.476,76.84
Task 9233,18.723,79.828
Task 9234,11.83,70.168
Task 9235,12.343,74.408
Task 9236,13.795,77.56
Task 9237,12.403,74.29
Task 9238,11.915,58.69
Task 9239,11.493,62.182
Task 9240,18.571,81.29
Task 9241,14.233,64.375
Task 9242,7.099,64.458
Task 9243,12.708,77.064
Task 9244,14.757,58.531
Task 9245,14.092,66.555
Task 9246,7.674,64.21
Task 9247,9.377,66.913
Task 9248,14.625,60.6
Task 9249,15.238,59.421
Task 9250,16.302,59.297
Task 9251,9.661,60.959
Task 9252,7.856,79.408
Task 9253,8.109,80.848
Task 9254,7.3,74.778
Task 9255,11.657,63.43
Task 9256,17.982,66.544
Task 9257,13.564,63.641
Task 9258,13.424,73.674
Task 9259,17.252,68.352
Task 9260,16.751,77.185
Task 9261,15.973,76.015
Task 9262,8.225,71.905
Task 9263,14.439,80.822
Task 9264,14.841,63.084
Task 9265,16.84,79.564
Task 9266,14.794,60.752
Task 9267,13.429,69.388
Task 9268,9.185,61.883
Task 9269,11.904,81.803
Task 9270,15.828,65.209
Task 9271,18.587,64.842
Task 9272,8.422,65.004
Task 9273,9.183,68.045
Task 9274,14.977,69.028
Task 9275,12.671,71.589
Task 9276,8.746,70.509
Task 9277,11.498,81.022
Task 9278,15.414,63.111
Task 9279,11.704,73.431
Task 9280,17.884,72.017
Task 9281,17.942,75.036
Task 9282,7.894,72.861
Task 9283,10.108,66.079
Task 9284,15.419,70.583
Task 9285,10.896,64.783
Task 9286,13.518,80.336
Task 9287,10.897,76.255
Task 9288,8.113,64.652
Task 9289,17.287,62.926
Task 9290,14.769,58.526
Task 9291,10.796,64.189
Task 9292,15.493,67.448
Task 9293,7.77,69.739
Task 9294,18.815,79.115
Task 9295,10.275,69.789
Task 9296,11.042,77.883
Task 9297,17.206,76.275
Task 9298,9.758,70.133
Task 9299,9.461,65.417
Task 9300,11.859,72.001
Task 9301,8.621,75.173
Task 9302,14.566,79.149
Task 9303,16.541,74.393
Task 9304,16.083,64.443
Task 9305,12.652,61.871
Task 9306,11.229,63.935
Task 9307,8.354,78.183
Task 9308,8.287,65.561
Task 9309,15.267,58.231
Task 9310,13.012,65.667
Task 9311,17.5,77.17
Task 9312,7.068,76.24
Task 9313,18.109,60.743
Task 9314,12.555,68.68
Task 9315,8.131,70.773
Task 9316,17.668,72.088
Task 9317,17.398,80.371
Task 9318,18.5,63.336
Task 9319,7.147,70.877
Task 9320,9.474,69.506
Task 9321,17.026,66.49
Task 9322,13.694,58.1
Task 9323,16.402,58.05
Task 9324,13.47,61.705
Task 9325,12.292,77.015
Task 9326,14.825,60.131
Task 9327,12.474,60.517
Task 9328,11.434,61.562
Task 9329,13.9,61.206
Task 9330,14.668,74.92
Task 9331,11.39,68.041
Task 9332,11.904,67.718
Task 9333,10.572,63.061
Task 9334,18.195,63.493
Task 9335,13.266,69.648
Task 9336,17.892,61.978
Task 9337,18.574,65.936
Task 9338,17.548,79.999
Task 9339,18.914,77.325
Task 9340,9.886,60.884
Task 9341,10.553,70.228
Task 9342,11.909,65.786
Task 9343,17.91,71.654
Task 9344,9.506,70.175
Task 9345,18.056,61.934
Task 9346,10.984,58.745
Task 9347,9.348,80.227
Task 9348,14.88,80.638
Task 9349,15.848,63.982
Task 9350,7.897,62.93
Task 9351,11.942,60.236
Task 9352,10.591,79.45
Task 9353,13.749,67.667
Task 9354,7.945,67.904
Task 9355,13.314,63.368
Task 9356,12.77,60.791
Task 9357,14.472,77.695
Task 9358,11.731,78.421
Task 9359,7.687,66.532
Task 9360,13.469,81.014
Task 9361,10.477,61.531
Task 9362,18.813,79.287
Task 9363,14.983,76.072
Task 9364,12.12,81.27
Task 9365,18.112,65.463
Task 9366,7.073,68.461
Task 9367,7.918,76.125
Task 9368,8.68,65.329
Task 9369,14.034,70.424
Task 9370,12.745,72.357
Task 9371,16.041,71.111
Task 9372,11.851,77.517
Task 9373,10.168,64.135
Task 9374,16.181,64.686
Task 9375,17.862,67.849
Task 9376,18.697,76.164
Task 9377,8.862,64.554
Task 9378,7.204,73.169
Task 9379,11.425,62.725
Task 9380,8.808,76.892
Task 9381,8.455,75.333
Task 9382,17.234,75.484
Task 9383,15.498,73.818
Task 9384,11.767,66.485
Task 9385,18.537,68.267
Task 9386,16.543,73.126
Task 9387,12.877,58.92
Task 9388,7.448,79.453
Task 9389,8.898,80.801
Task 9390,12.768,58.119
Task 9391,12.125,77.944
Task 9392,14.013,78.153
Task 9393,18.665,62.175
Task 9394,11.205,64.688
Task 9395,18.547,80.783
Task 9396,18.771,71.667
Task 9397,14.339,58.903
Task 9398,14.486,60.221
Task 9399,14.423,79.58
Task 9400,7.955,73.121
Task 9401,15.053,62.419
Task 9402,15.463,59.439
Task 9403,13.439,70.746
Task 9404,13.844,79.528
Task 9405,12.554,76.019
Task 9406,14.425,76.832
Task 9407,16.521,74.881
Task 9408,14.994,74.71
Task 9409,13.742,61.931
Task 9410,14.408,76.437
Task 9411,8.949,77.0
Task 9412,7.72,66.099
Task 9413,17.878,80.142
Task 9414,12.156,79.691
Task 9415,8.724,64.991
Task 9416,17.753,75.061
Task 9417,17.134,66.969
Task 9418,12.132,69.859
Task 9419,11.024,61.274
Task 9420,17.177,81.673
Task 9421,15.301,63.802
Task 9422,15.893,64.533
Task 9423,11.915,66.342
Task 9424,12.169,81.84
Task 9425,15.163,72.695
Task 9426,8.046,69.826
Task 9427,12.897,77.721
Task 9428,15.189,60.738
Task 9429,15.728,71.92
Task 9430,13.987,78.36
Task 9431,10.127,69.795
Task 9432,8.726,81.906
Task 9433,15.199,71.617
Task 9434,9.072,68.982
Task 9435,15.421,69.738
Task 9436,13.751,70.716
Task 9437,14.499,73.493
Task 9438,12.363,75.651
Task 9439,9.811,78.351
Task 9440,16.974,78.41
Task 9441,17.479,64.465
Task 9442,7.788,66.558
Task 9443,14.793,69.977
Task 9444,14.446,69.225
Task 9445,7.089,81.448
Task 9446,10.255,78.77
Task 9447,18.775,58.348
Task 9448,17.54,78.532
Task 9449,8.164,81.994
Task 9450,9.168,78.907
Task 9451,13.903,60.47
Task 9452,12.637,76.35
Task 9453,13.262,59.613
Task 9454,10.023,66.929
Task 9455,11.35,66.767
Task 9456,13.19,75.303
Task 9457,15.303,75.867
Task 9458,7.559,66.512
Task 9459,7.71,79.932
Task 9460,7.549,67.955
Task 9461,9.733,74.742
Task 9462,18.969,65.799
Task 9463,13.111,69.087
Task 9464,7.186,79.928
Task 9465,15.411,70.453
Task 9466,12.316,79.693
Task 9467,9.578,71.495
Task 9468,14.406,80.565
Task 9469,10.897,63.356
Task 9470,18.363,61.376
Task 9471,16.746,70.574
Task 9472,8.101,63.281
Task 9473,9.493,61.892
Task 9474,11.628,66.725
Task 9475,11.59,79.804
Task 9476,18.64,70.873
Task 9477,11.974,58.675
Task 9478,15.227,62.672
Task 9479,15.423,80.922
Task 9480,8.112,60.419
Task 9481,15.454,77.0
Task 9482,17.496,76.676
Task 9483,18.29,62.406
Task 9484,15.351,67.015
Task 9485,10.746,73.202
Task 9486,7.703,63.806
Task 9487,15.674,70.842
Task 9488,10.603,68.448
Task 9489,14.926,62.006
Task 9490,12.629,62.548
Task 9491,9.344,75.616
Task 9492,7.65,77.184
Task 9493,8.571,65.706
Task 9494,13.258,75.183
Task 9495,8.388,76.693
Task 9496,10.375,72.229
Task 9497,8.137,63.62
Task 9498,15.745,78.186
Task 9499,16.509,78.598
Task 9500,10.432,64.544
Task 9501,10.686,71.253
Task 9502,9.911,80.365
Task 9503,17.107,69.477
Task 9504,13.784,75.1
Task 9505,17.528,74.358
Task 9506,10.879,76.774
Task 9507,10.531,77.565
Task 9508,9.366,68.04
Task 9509,7.825,78.287
Task 9510,15.833,75.962
Task 9511,12.48,78.694
Task 9512,13.083,71.632
Task 9513,17.062,63.592
Task 9514,14.932,81.456
Task 9515,8.02,74.695
Task 9516,7.68,77.865
Task 9517,12.806,79.512
Task 9518,12.572,66.906
Task 9519,17.865,63.116
Task 9520,11.341,69.582
Task 9521,10.764,69.476
Task 9522,13.91,77.674
Task 9523,11.82,81.982
Task 9524,7.161,68.403
Task 9525,17.248,59.315
Task 9526,8.777,61.416
Task 9527,9.482,59.67
Task 9528,11.144,69.679
Task 9529,13.161,78.821
Task 9530,10.629,76.767
Task 9531,15.471,74.951
Task 9532,7.633,66.802
Task 9533,9.597,70.415
Task 9534,17.712,62.435
Task 9535,9.463,70.261
Task 9536,10.27,72.617
Task 9537,15.764,63.155
Task 9538,11.01,80.781
Task 9539,11.285,58.483
Task 9540,9.885,59.651
Task 9541,17.904,73.972
Task 9542,8.815,68.184
Task 9543,17.871,78.109
Task 9544,11.163,63.621
Task 9545,16.364,65.689
Task 9546,10.177,77.202
Task 9547,15.785,77.516
Task 9548,17.654,60.25
Task 9549,13.571,62.411
Task 9550,13.543,74.042
Task 9551,8.762,59.458
Task 9552,15.02,67.146
Task 9553,17.753,65.108
Task 9554,12.598,68.436
Task 9555,14.726,72.165
Task 9556,12.926,59.203
Task 9557,18.692,66.077
Task 9558,9.72,74.388
Task 9559,9.191,78.361
Task 9560,10.74,81.743
Task 9561,7.161,75.226
Task 9562,10.372,62.115
Task 9563,8.977,67.103
Task 9564,12.231,72.938
Task 9565,15.477,70.84
Task 9566,17.529,71.111
Task 9567,14.292,81.064
Task 9568,11.848,60.403
Task 9569,7.404,59.562
Task 9570,15.496,61.854
Task 9571,8.582,61.859
Task 9572,13.745,65.377
Task 9573,16.159,74.113
Task 9574,9.062,64.406
Task 9575,12.19,67.651
Task 9576,7.361,64.825
Task 9577,11.85,69.146
Task 9578,8.576,59.19
Task 9579,12.457,70.304
Task 9580,8.84,65.273
Task 9581,13.717,74.01
Task 9582,18.583,62.919
Task 9583,10.373,71.217
Task 9584,14.913,76.12
Task 9585,9.41,73.156
Task 9586,10.086,72.297
Task 9587,10.145,80.084
Task 9588,18.161,65.3
Task 9589,8.708,70.22
Task 9590,15.127,58.466
Task 9591,18.173,67.275
Task 9592,17.953,80.87
Task 9593,12.483,69.525
Task 9594,10.151,79.489
Task 9595,15.501,76.4
Task 9596,13.995,80.519
Task 9597,13.495,72.953
Task 9598,12.042,65.778
Task 9599,9.689,71.475
Task 9600,7.017,79.873
Task 9601,11.453,72.226
Task 9602,15.091,80.994
Task 9603,8.789,74.235
Task 9604,8.563,73.979
Task 9605,15.279,67.41
Task 9606,8.166,59.014
Task 9607,13.678,69.622
Task 9608,17.342,69.399
Task 9609,8.507,79.343
Task 9610,10.113,68.495
Task 9611,7.838,75.69
Task 9612,11.557,64.456
Task 9613,10.894,75.981
Task 9614,8.557,73.185
Task 9615,13.859,77.634
Task 9616,15.885,63.796
Task 9617,17.462,68.433
Task 9618,14.815,78.852
Task 9619,7.637,79.889
Task 9620,15.92,59.87
Task 9621,15.141,60.508
Task 9622,16.714,59.737
Task 9623,12.051,64.457
Task 9624,8.806,62.236
Task 9625,15.385,59.351
Task 9626,16.268,68.039
Task 9627,10.687,78.982
Task 9628,10.782,62.159
Task 9629,7.223,60.26
Task 9630,11.355,62.448
Task 9631,12.197,81.612
Task 9632,10.205,69.808
Task 9633,11.084,67.874
Task 9634,11.923,70.902
Task 9635,16.71,61.006
Task 9636,8.772,72.173
Task 9637,9.536,68.199
Task 9638,12.224,67.321
Task 9639,18.543,80.688
Task 9640,7.701,63.475
Task 9641,11.884,78.378
Task 9642,14.473,76.504
Task 9643,11.928,81.362
Task 9644,8.287,58.042
Task 9645,16.964,61.91
Task 9646,11.038,60.585
Task 9647,13.193,62.362
Task 9648,12.918,63.443
Task 9649,17.169,78.263
Task 9650,18.543,70.407
Task 9651,10.563,59.792
Task 9652,11.54,75.72
Task 9653,13.833,75.561
Task 9654,18.519,80.067
Task 9655,15.591,72.76
Task 9656,11.971,74.636
Task 9657,9.935,72.827
Task 9658,18.38,77.999
Task 9659,12.774,70.527
Task 9660,14.75,62.621
Task 9661,15.471,62.323
Task 9662,10.527,58.449
Task 9663,9.767,70.601
Task 9664,14.066,74.408
Task 9665,15.392,74.526
Task 9666,7.853,70.096
Task 9667,16.453,67.592
Task 9668,12.59,74.41
Task 9669,18.855,63.215
Task 9670,15.635,78.013
Task 9671,7.624,77.98
Task 9672,10.62,77.262
Task 9673,10.373,67.435
Task 9674,18.636,66.467
Task 9675,14.826,68.45
Task 9676,17.755,65.039
Task 9677,16.234,60.031
Task 9678,17.471,70.753
Task 9679,15.073,68.627
Task 9680,17.949,61.852
Task 9681,13.317,81.249
Task 9682,17.031,71.751
Task 9683,16.752,75.241
Task 9684,17.099,60.544
Task 9685,9.366,61.837
Task 9686,8.939,61.534
Task 9687,12.086,71.117
Task 9688,11.319,72.349
Task 9689,16.698,68.742
Task 9690,17.169,59.788
Task 9691,9.768,67.552
Task 9692,15.026,58.684
Task 9693,17.572,74.292
Task 9694,16.239,68.378
Task 9695,10.462,79.853
Task 9696,7.087,65.45
Task 9697,14.67,78.262
Task 9698,8.68,76.833
Task 9699,16.974,76.031
Task 9700,9.637,74.891
Task 9701,13.989,68.718
Task 9702,15.9,67.34
Task 9703,11.297,64.956
Task 9704,16.989,71.793
Task 9705,13.618,80.446
Task 9706,11.008,81.089
Task 9707,10.514,58.959
Task 9708,18.313,60.463
Task 9709,16.067,74.73
Task 9710,14.936,81.937
Task 9711,9.295,72.049
Task 9712,11.658,75.686
Task 9713,12.645,77.994
Task 9714,9.576,73.09
Task 9715,18.696,70.31
Task 9716,12.89,76.754
Task 9717,15.302,69.967
Task 9718,18.555,67.96
Task 9719,14.973,70.373
Task 9720,9.702,65.983
Task 9721,11.734,70.064
Task 9722,12.789,69.626
Task 9723,14.747,64.681
Task 9724,8.176,58.418
Task 9725,7.558,77.416
Task 9726,16.903,69.077
Task 9727,9.431,63.502
Task 9728,16.341,63.214
Task 9729,16.27,62.427
Task 9730,7.564,75.633
Task 9731,11.813,61.654
Task 9732,15.451,61.277
Task 9733,18.482,60.971
Task 9734,9.778,71.842
Task 9735,11.414,59.685
Task 9736,7.088,62.773
Task 9737,16.006,80.997
Task 9738,9.374,81.543
Task 9739,9.349,80.949
Task 9740,11.411,78.506
Task 9741,16.322,69.738
Task 9742,10.962,80.015
Task 9743,8.993,62.951
Task 9744,17.011,60.111
Task 9745,7.945,59.369
Task 9746,17.94,64.98
Task 9747,15.004,78.049
Task 9748,8.919,58.666
Task 9749,12.07,79.08
Task 9750,14.964,73.599
Task 9751,17.362,77.134
Task 9752,14.066,79.141
Task 9753,8.606,58.889
Task 9754,15.576,58.976
Task 9755,10.76,75.144
Task 9756,7.526,58.766
Task 9757,17.768,78.927
Task 9758,16.653,59.749
Task 9759,12.603,81.463
Task 9760,13.964,73.069
Task 9761,16.963,59.395
Task 9762,16.368,75.76
Task 9763,8.851,72.794
Task 9764,18.525,66.91
Task 9765,8.226,77.792
Task 9766,18.848,61.354
Task 9767,7.363,65.254
Task 9768,15.904,80.71
Task 9769,9.012,62.316
Task 9770,14.899,75.032
Task 9771,18.156,75.376
Task 9772,11.612,74.623
Task 9773,8.869,78.064
Task 9774,13.724,68.057
Task 9775,16.723,59.122
Task 9776,7.657,58.707
Task 9777,13.916,64.806
Task 9778,10.668,79.056
Task 9779,14.02,62.339
Task 9780,18.265,64.055
Task 9781,9.698,71.174
Task 9782,10.496,61.747
Task 9783,17.684,66.257
Task 9784,15.947,71.673
Task 9785,12.806,66.839
Task 9786,16.65,63.912
Task 9787,10.162,64.023
Task 9788,11.353,68.83
Task 9789,9.264,61.557
Task 9790,7.593,79.647
Task 9791,8.832,80.468
Task 9792,13.504,79.691
Task 9793,7.117,59.866
Task 9794,8.357,67.975
Task 9795,10.672,66.412
Task 9796,7.097,64.579
Task 9797,15.666,62.821
Task 9798,11.193,65.181
Task 9799,17.438,71.96
Task 9800,18.687,69.472
Task 9801,9.753,81.099
Task 9802,8.085,81.573
Task 9803,9.212,69.147
Task 9804,18.943,64.039
Task 9805,15.08,75.401
Task 9806,14.356,79.645
Task 9807,16.447,81.699
Task 9808,11.3,80.461
Task 9809,16.599,63.006
Task 9810,12.904,64.417
Task 9811,7.218,73.825
Task 9812,18.435,74.18
Task 9813,7.499,73.173
Task 9814,9.018,77.232
Task 9815,13.113,73.436
Task 9816,10.79,65.168
Task 9817,15.937,75.404
Task 9818,9.667,75.198
Task 9819,13.297,73.144
Task 9820,10.226,64.98
Task 9821,7.038,63.739
Task 9822,8.016,70.127
Task 9823,8.28,61.434
Task 9824,18.964,71.469
Task 9825,11.304,61.385
Task 9826,9.316,74.01
Task 9827,7.321,73.032
Task 9828,17.291,62.642
Task 9829,12.059,77.417
Task 9830,12.669,71.274
Task 9831,15.51,63.902
Task 9832,13.226,70.554
Task 9833,11.134,71.66
Task 9834,12.567,81.751
Task 9835,16.204,60.515
Task 9836,14.44,58.793
Task 9837,17.699,77.409
Task 9838,10.967,65.111
Task 9839,11.666,67.899
Task 9840,7.487,77.011
Task 9841,11.926,64.575
Task 9842,15.419,60.31
Task 9843,16.699,77.162
Task 9844,7.242,75.771
Task 9845,13.442,66.264
Task 9846,17.897,78.504
Task 9847,11.731,74.434
Task 9848,18.084,71.428
Task 9849,7.077,58.221
Task 9850,10.569,64.475
Task 9851,15.532,71.604
Task 9852,9.843,62.831
Task 9853,11.001,78.451
Task 9854,18.042,76.791
Task 9855,7.969,78.959
Task 9856,10.373,72.309
Task 9857,15.27,69.095
Task 9858,14.447,81.416
Task 9859,18.567,76.424
Task 9860,10.526,79.479
Task 9861,12.969,69.894
Task 9862,11.602,68.403
Task 9863,10.099,74.042
Task 9864,12.696,79.493
Task 9865,13.007,58.871
Task 9866,12.98,81.628
Task 9867,8.043,59.971
Task 9868,16.452,68.498
Task 9869,12.766,59.706
Task 9870,8.577,72.41
Task 9871,13.928,66.979
Task 9872,14.362,58.587
Task 9873,15.597,71.877
Task 9874,8.128,66.236
Task 9875,17.222,66.27
Task 9876,12.893,72.869
Task 9877,11.011,81.292
Task 9878,10.051,74.095
Task 9879,10.077,80.993
Task 9880,14.452,70.635
Task 9881,15.571,79.206
Task 9882,11.825,58.661
Task 9883,15.76,74.435
Task 9884,17.555,75.196
Task 9885,9.547,78.151
Task 9886,18.499,62.163
Task 9887,17.28,79.996
Task 9888,18.341,76.98
Task 9889,10.883,78.296
Task 9890,16.677,74.467
Task 9891,14.549,63.14
Task 9892,8.013,76.26
Task 9893,18.165,77.656
Task 9894,16.975,59.497
Task 9895,16.315,75.874
Task 9896,13.79,72.652
Task 9897,14.804,65.437
Task 9898,8.373,70.757
Task 9899,9.22,63.348
Task 9900,18.381,68.285
Task 9901,10.18,78.142
Task 9902,14.294,73.468
Task 9903,17.097,62.277
Task 9904,12.554,79.435
Task 9905,10.956,69.225
Task 9906,13.013,62.82
Task 9907,13.817,69.338
Task 9908,14.164,63.777
Task 9909,14.009,80.053
Task 9910,15.544,72.079
Task 9911,16.804,76.297
Task 9912,14.037,61.466
Task 9913,13.987,61.534
Task 9914,17.652,60.888
Task 9915,13.547,71.695
Task 9916,12.638,65.557
Task 9917,10.279,79.324
Task 9918,15.463,73.12
Task 9919,16.197,76.709
Task 9920,10.492,67.96
Task 9921,10.603,78.585
Task 9922,17.616,79.07
Task 9923,12.08,63.801
Task 9924,18.158,80.552
Task 9925,8.83,59.539
Task 9926,16.004,59.221
Task 9927,8.174,73.073
Task 9928,11.55,73.425
Task 9929,7.978,60.243
Task 9930,11.312,63.299
Task 9931,14.846,81.326
Task 9932,8.249,65.608
Task 9933,10.335,76.879
Task 9934,7.118,67.464
Task 9935,17.336,79.606
Task 9936,9.865,81.23
Task 9937,16.824,73.578
Task 9938,9.367,73.76
Task 9939,11.047,69.387
Task 9940,18.363,80.083
Task 9941,15.371,76.631
Task 9942,18.766,61.225
Task 9943,16.499,72.912
Task 9944,11.095,66.811
Task 9945,12.755,72.308
